City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,fisterra,42.9049,-9.2629,66.02,97,100,4.36,ES,1686106423
368,tongchuanshi,35.0806,109.0897,80.35,38,100,5.48,CN,1686106423
369,kuta,-8.7233,115.1723,82.35,83,40,10.22,ID,1686106423
370,la passe,45.5549,-0.8967,62.98,90,29,6.85,FR,1686106424
371,cill airne,52.05,-9.5167,47.57,92,26,4.0,IE,1686106424
372,prince george,53.9166,-122.753,72.84,20,0,4.61,CA,1686106424
373,sanctuary point,-35.1114,150.629,71.33,57,21,12.95,AU,1686106424
374,kyzyl,51.7,94.45,78.76,36,0,0.98,RU,1686106425
375,tynda,55.1667,124.7167,50.99,95,100,4.52,RU,1686106425
376,puerto lempira,15.2667,-83.7667,77.27,89,100,6.49,HN,1686106224
377,rizhao,35.4275,119.4553,82.89,50,100,14.29,CN,1686106160
378,bolobo,-2.1667,16.2333,70.95,95,90,1.39,CD,1686106425
379,portland,45.5234,-122.6762,89.58,32,20,9.22,US,1686106111
380,vlore,40.4667,19.4897,70.47,69,100,2.21,AL,1686106426
381,mohr,54.3528,9.7167,50.09,94,75,8.05,DE,1686106426
382,dehdasht,30.7949,50.5646,85.24,21,100,2.17,IR,1686106426
383,konarka,19.9,86.1167,88.2,61,45,9.55,IN,1686106427
384,vadso,70.0744,29.7487,40.08,75,75,12.66,NO,1686106427
385,quellon,-43.1167,-73.6167,44.85,93,75,4.61,CL,1686106427
386,dayton,39.7589,-84.1916,63.84,90,100,5.75,US,1686106216
387,duyun,26.2667,107.5167,80.47,71,43,2.71,CN,1686106427
388,shimanovsk,52.0,127.7,70.39,39,89,11.03,RU,1686106428
389,bodaybo,57.8506,114.1933,49.19,76,100,0.47,RU,1686106428
390,hammerfest,70.6634,23.6821,39.65,81,75,6.91,NO,1686106428
391,vila franca do campo,37.7167,-25.4333,64.81,89,58,14.97,PT,1686106428
392,togur,58.3631,82.8265,81.5,46,26,6.24,RU,1686106429
393,kruisfontein,-34.0033,24.7314,54.37,32,0,9.31,ZA,1686106429
394,borgarnes,64.5383,-21.9206,41.81,78,93,4.38,IS,1686106429
395,usinsk,65.9939,57.5281,43.86,68,48,14.85,RU,1686106429
396,chul'man,56.8479,124.9104,55.17,80,100,0.27,RU,1686106430
397,hasaki,35.7333,140.8333,83.21,64,9,11.79,JP,1686106342
398,oranjemund,-28.55,16.4333,53.44,83,7,15.59,NA,1686106430
399,preobrazheniye,42.9019,133.9064,63.37,70,52,5.53,RU,1686106430
400,katima mulilo,-17.5,24.2667,57.02,47,0,5.55,NA,1686106430
401,isiro,2.7739,27.616,65.35,96,15,0.78,CD,1686106431
402,phra phutthabat,14.7253,100.7954,93.67,53,98,13.6,TH,1686106431
403,kargopol',61.5071,38.9456,43.88,70,81,3.69,RU,1686106431
404,sandakan,5.8402,118.1179,85.68,74,20,3.44,MY,1686106431
405,aketi,2.7388,23.7833,69.85,99,16,0.04,CD,1686106432
406,dawei,14.0833,98.2,77.85,96,100,9.98,MM,1686106432
407,qarauyl,48.9451,79.255,89.76,16,51,9.93,KZ,1686106432
408,arvayheer,46.2639,102.775,63.07,43,41,13.22,MN,1686106432
409,aykhal,66.0,111.5,48.72,45,35,13.4,RU,1686106433
410,sao raimundo nonato,-9.0153,-42.6994,70.03,62,1,1.9,BR,1686106433
411,cockburn town,21.4612,-71.1419,82.65,82,86,13.02,TC,1686106433
412,zaozersk,69.4005,32.4476,39.4,70,85,14.61,RU,1686106434
413,camacupa,-12.0167,17.4833,53.44,51,8,4.29,AO,1686106434
414,sao desiderio,-12.3633,-44.9733,65.66,59,1,2.75,BR,1686106434
415,sainte-anne-des-monts,49.124,-66.4924,44.47,93,100,14.97,CA,1686106434
416,ouanaminthe,19.55,-71.7333,80.1,85,100,3.02,HT,1686106435
417,burrel,41.6103,20.0089,61.11,83,100,3.02,AL,1686106435
418,cox's bazar,21.4532,91.9798,82.96,83,100,4.63,BD,1686106435
419,jabor,5.921,169.6434,78.58,89,100,11.07,MH,1686106435
420,la gi,10.6667,107.7833,85.48,70,99,11.68,VN,1686106436
421,fuglafjordur,62.244,-6.814,46.87,81,91,11.9,FO,1686106436
422,san mariano,7.5,126.0,85.05,76,70,2.37,PH,1686106256
423,katsuura,35.1333,140.3,73.38,68,33,9.84,JP,1686106437
424,talnakh,69.4865,88.3972,51.21,60,27,10.47,RU,1686106437
425,niafunke,15.9322,-3.9906,88.21,16,42,9.48,ML,1686106437
426,pathankot,32.2833,75.65,89.44,29,4,5.64,IN,1686106437
427,leamington,42.0549,-82.6062,62.91,34,4,5.99,CA,1686106438
428,uacu cungo,-11.3634,15.1208,55.54,54,15,3.0,AO,1686106438
429,gisborne,-38.6533,178.0042,55.63,84,87,15.43,NZ,1686106438
430,vila velha,-20.3297,-40.2925,62.55,94,0,3.44,BR,1686106323
431,baglung,28.2719,83.5898,85.01,29,14,3.89,NP,1686106439
432,touros,-5.1989,-35.4608,77.02,87,17,8.77,BR,1686106439
433,bang saphan,11.2126,99.5117,80.87,84,100,7.14,TH,1686106439
434,garden city,42.3256,-83.331,64.4,41,20,10.36,US,1686106282
435,korsholm,63.1142,21.6822,46.0,95,20,5.99,FI,1686106440
436,hakha,22.65,93.6167,68.14,79,100,1.25,MM,1686106440
437,leava,-14.3,-178.1667,80.11,76,73,3.51,WF,1686106440
438,trincomalee,8.5711,81.2335,85.64,72,85,21.77,LK,1686106440
439,ziro,27.6333,93.8333,68.74,49,33,0.65,IN,1686106440
440,gebeit,21.0667,36.3167,83.8,34,95,4.0,SD,1686106441
441,vilyuysk,63.7553,121.6247,59.7,39,43,6.42,RU,1686106441
442,lodja,-3.4833,23.4333,69.8,82,12,0.36,CD,1686106441
443,port shepstone,-30.7414,30.455,60.8,50,0,6.26,ZA,1686106442
444,solnechnyy,50.7214,136.6319,71.73,51,65,4.09,RU,1686106442
445,pokhara,28.2333,83.9833,89.55,23,1,5.08,NP,1686106442
446,tralee,52.2704,-9.7026,48.99,89,20,5.79,IE,1686106443
447,sao tome,0.3365,6.7273,78.84,83,75,9.22,ST,1686106199
448,kilindoni,-7.9139,39.6668,78.66,73,0,14.61,TZ,1686106443
449,westhill,57.1526,-2.2797,49.42,81,100,3.44,GB,1686106444
450,vavozh,56.7751,51.931,54.36,75,85,7.34,RU,1686106444
451,pajan,-1.5667,-80.4167,75.96,95,100,3.0,EC,1686106444
452,genhe,50.7833,121.5167,47.53,95,100,12.15,CN,1686106445
453,salalah,17.0151,54.0924,84.29,79,20,0.0,OM,1686106445
454,parnamirim,-5.9156,-35.2628,79.14,89,75,10.36,BR,1686106369
455,canutama,-6.5339,-64.3831,73.27,98,100,1.45,BR,1686106445
456,itamaraca,-7.7478,-34.8256,80.65,81,29,7.16,BR,1686106446
457,emerald,-23.5333,148.1667,73.35,54,30,15.32,AU,1686106446
458,kanggye,40.9695,126.5852,81.36,32,19,7.85,KP,1686106446
459,fort-shevchenko,44.5086,50.263,72.05,56,33,11.39,KZ,1686106447
460,crane,31.3974,-102.3501,75.96,49,39,14.45,US,1686106447
461,kerikeri,-35.2268,173.9474,61.92,80,9,1.99,NZ,1686106447
462,mawu,29.5923,107.3139,72.12,82,100,0.54,CN,1686106447
463,mufulira,-12.5498,28.2407,54.82,66,0,4.43,ZM,1686106448
464,isla mujeres,21.2311,-86.731,82.45,86,98,4.9,MX,1686106448
465,el calafate,-50.3408,-72.2768,36.19,97,100,5.46,AR,1686106448
466,bintulu,3.1667,113.0333,86.41,79,20,4.61,MY,1686106449
467,san luis de la loma,17.2706,-100.8939,82.38,70,12,2.1,MX,1686106449
468,bandarbeyla,9.4942,50.8122,81.99,73,99,24.94,SO,1686106449
469,wotje,9.4543,170.2367,82.31,81,100,18.43,MH,1686106449
470,kalmunai,7.4167,81.8167,85.17,68,83,3.56,LK,1686106450
471,sinop,41.7711,34.8709,53.33,83,64,4.09,TR,1686106450
472,malanje,-9.5402,16.341,57.78,82,54,2.48,AO,1686106450
473,hargeysa,9.56,44.065,69.8,70,5,20.98,SO,1686106450
474,santiago de cao,-7.9589,-79.2392,73.53,88,92,6.91,PE,1686106451
475,ballito,-29.539,31.2144,51.94,87,0,4.61,ZA,1686106451
476,mount isa,-20.7333,139.5,83.97,39,13,11.5,AU,1686106451
477,douglas,41.3,-96.167,81.48,55,0,3.44,US,1686106452
478,neufchateau,48.35,5.7,57.74,84,47,4.72,FR,1686106452
479,xai-xai,-25.0519,33.6442,66.96,97,17,4.5,MZ,1686106452
480,piti village,13.4626,144.6933,88.68,69,75,18.41,GU,1686106452
481,i-n-salah,27.1935,2.4607,86.65,23,50,18.7,DZ,1686106453
482,yarmouth,41.7057,-70.2286,57.25,91,0,0.0,US,1686106315
483,belyy yar,53.6039,91.3903,76.89,47,0,4.47,RU,1686106453
484,mitu,1.1983,-70.1733,72.66,99,98,1.45,CO,1686106453
485,verkhnevilyuysk,63.4453,120.3167,57.63,35,23,6.62,RU,1686106454
486,rexburg,43.826,-111.7897,72.91,37,0,9.22,US,1686106454
487,cabo san lucas,22.8909,-109.9124,81.61,68,20,14.97,MX,1686106454
488,iglino,54.8324,56.4126,55.49,92,100,9.55,RU,1686106455
489,grande prairie,55.1667,-118.8027,71.78,17,20,17.27,CA,1686106361
490,beyneu,45.3167,55.2,70.14,43,46,13.11,KZ,1686106455
491,zaterechnyy,44.7931,45.2097,64.85,50,100,4.52,RU,1686106455
492,muntok,-2.0667,105.1833,83.21,75,99,8.41,ID,1686106456
493,pangai,-19.8,-174.35,77.11,83,75,4.61,TO,1686106456
494,ibarreta,-25.2144,-59.8585,68.85,76,0,6.67,AR,1686106456
495,hagere maryam,5.6333,38.2333,55.85,91,67,1.39,ET,1686106457
496,yantzaza,-3.8278,-78.7594,67.6,98,81,1.79,EC,1686106457
497,colonia,50.9333,6.95,62.26,73,0,2.3,DE,1686106363
498,bodo,67.28,14.405,39.94,97,75,11.5,NO,1686106457
499,panacan,9.2463,118.4082,85.35,70,36,5.55,PH,1686106458
500,awjilah,29.1081,21.2869,84.09,24,100,10.36,LY,1686106458
501,road town,18.4167,-64.6167,82.78,79,4,14.88,VG,1686106458
502,melekeok village,7.4957,134.6367,79.36,89,75,8.05,PW,1686106458
503,shalya,57.2471,58.7298,49.33,98,100,8.19,RU,1686106459
504,kirensk,57.7853,108.1119,60.66,38,100,5.17,RU,1686106459
505,as sulayyil,20.4607,45.5779,84.45,18,16,6.8,SA,1686106459
506,songea,-10.6833,35.65,58.35,88,20,0.0,TZ,1686106459
507,katsuren-haebaru,26.3369,127.8719,84.58,76,75,8.05,JP,1686106460
508,selfoss,63.9331,-20.9971,42.04,83,14,7.49,IS,1686106460
509,bamboo flat,11.7,92.7167,86.09,74,40,13.8,IN,1686106460
510,porto torres,40.835,8.3972,59.18,85,2,3.58,IT,1686106460
511,jalai nur,49.45,117.7,55.62,48,89,22.24,CN,1686106462
512,yichang,30.7144,111.2847,87.46,46,65,0.81,CN,1686106462
513,merced,37.1666,-120.7516,80.94,65,99,8.32,US,1686105961
514,mugia,43.1041,-9.2179,66.16,96,100,0.94,ES,1686106462
515,altai,46.3722,96.2583,64.94,29,0,13.98,MN,1686106463
516,bay harbor,30.1471,-85.6146,77.02,81,0,6.91,US,1686106463
517,tomatlan,19.9333,-105.25,74.98,79,12,5.79,MX,1686106463
518,minot,48.2325,-101.2963,86.11,42,0,3.44,US,1686106464
519,estes park,40.3772,-105.5217,60.84,87,93,7.45,US,1686106411
520,happy valley-goose bay,53.3168,-60.3315,41.31,87,100,24.16,CA,1686106464
521,yilan,24.757,121.753,93.06,66,71,6.02,TW,1686106464
522,quesnel,52.9999,-122.5029,77.5,18,0,4.61,CA,1686106465
523,zhanibek,49.4167,46.85,59.88,67,4,8.75,KZ,1686106465
524,rio branco,-9.9747,-67.81,75.81,94,20,1.14,BR,1686106206
525,egilsstadir,65.2653,-14.3948,40.91,87,75,4.61,IS,1686106466
526,grand baie,-20.0182,57.5802,75.67,75,3,1.01,MU,1686106466
527,tabas,33.5959,56.9244,90.79,11,42,2.01,IR,1686106466
528,altoona,40.5187,-78.3947,66.45,64,0,3.71,US,1686106282
529,ormara,25.2088,64.6357,84.0,85,1,5.55,PK,1686106467
530,berezovyy,51.6667,135.7,70.92,53,93,7.16,RU,1686106467
531,greater sudbury,46.49,-80.99,58.17,50,0,6.6,CA,1686106415
532,kenai,60.5544,-151.2583,56.03,69,100,10.36,US,1686106468
533,ta`u,-14.2336,-169.5144,80.96,76,78,21.39,AS,1686106468
534,lishui,28.4604,119.9103,88.2,64,66,2.84,CN,1686106468
535,panshi,42.9422,126.0561,73.81,44,100,19.35,CN,1686106468
536,santana,-0.0583,-51.1817,80.78,94,40,4.61,BR,1686106469
537,tamiahua,21.2667,-97.45,78.82,84,0,8.86,MX,1686106469
538,gueugnon,46.6036,4.0629,53.55,95,5,1.61,FR,1686106469
539,weno,7.4515,151.8468,84.15,84,100,4.61,FM,1686106470
540,lagos,6.5833,3.75,75.52,92,100,1.72,NG,1686106402
541,charters towers,-20.1,146.2667,75.4,54,96,13.51,AU,1686106413
542,yemetsk,63.4721,41.7941,43.3,68,74,2.95,RU,1686106470
543,twon-brass,4.3151,6.2418,79.21,85,97,10.63,NG,1686106471
544,rabaul,-4.1967,152.1721,82.74,74,76,5.03,PG,1686106471
545,wynyard,-41.0,145.7167,59.97,93,92,11.48,AU,1686106471
546,funafuti,-8.5243,179.1942,84.6,71,51,8.7,TV,1686106471
547,zhangye,38.9342,100.4517,78.24,16,11,2.19,CN,1686106472
548,kill devil hills,36.0307,-75.676,69.98,82,0,4.61,US,1686106472
549,salym,60.0625,71.4789,72.28,44,11,2.13,RU,1686106472
550,kasongo,-4.45,26.6667,68.05,68,84,2.04,CD,1686106472
551,nuuk,64.1835,-51.7216,30.81,100,100,8.05,GL,1686106473
552,fort mcmurray,56.7268,-111.381,72.99,35,0,8.05,CA,1686106473
553,kalabo,-14.97,22.6814,54.7,46,0,6.13,ZM,1686106473
554,masuda,34.6667,131.85,73.67,68,75,6.91,JP,1686106474
555,new ross,52.3967,-6.9367,51.4,1,2,4.88,IE,1686106474
556,laojunmiao,39.8333,97.7333,70.25,16,26,5.17,CN,1686106474
